Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Cera Sanitaryware",7375,General,,"2,538.90"," -43.15 "," -1.67% ","9,291",32.24,5.23,"3,270.98","1,427.60",101.47,7.05,18.82,-9.26,-9.92,-21.74,7.86,38.13,46.40
CESC,623,Utilities,YES,944.70," -31.40 "," -3.22% ","1,092,393",14.32,0.90,"12,526.64","7,748.00",875.00,11.08,7.21,-6.21,-1.06,-10.26,19.86,23.04,12.42
"CG Power  and  Industrial Solutions",831,Utilities,,51.35," -2.05 "," -3.84% ","9,462,350",-,1.19,"3,240.28","6,356.18","-1,163.01",-5.21,-34.19,-15.89,-6.55,-37.45,-33.88,-11.18,-9.72
"Chambal Fertilisers  and  Chem.",700,Chemicals,YES,161.80," -0.60 "," -0.37% ","713,832",13.62,2.22,"6,763.38","7,673.69",495.26,6.36,19.93,5.72,1.22,5.13,41.92,35.36,9.80
"Chembond Chemicals",714,Chemicals,YES,372.70," -2.80 "," -0.75% ","14,069",22.76,1.97,501.22,345.55,24.10,6.82,9.85,-11.45,15.89,65.13,22.64,34.67,23.52
"Chennai Petroleum Corp.",2289,"Oil and Gas",,286.30," -4.10 "," -1.41% ","546,695",4.14,1.07,"4,286.41","46,894.82","1,035.46",2.20,24.53,-6.30,-6.28,-34.73,8.75,37.20,1.99
"Cholamandalam Invest.  and  Fin.",740,Bank/Finance,YES,"1,275.60"," -43.75 "," -3.32% ","592,899",18.88,3.66,"19,871.83","5,787.56","1,052.79",18.19,20.58,-13.70,-20.71,9.13,28.28,41.22,31.43
Cipla,748,Pharma,,653.20," -7.40 "," -1.12% ","2,276,641",36.61,3.64,"53,193.35","15,633.19","1,440.25",9.00,10.65,0.45,8.24,10.36,0.20,8.71,10.85
"City Union Bank",7239,Bank/Finance,YES,180.00," 1.50 "," 0.84% ","1,130,339",21.90,3.10,"13,430.14","3,466.40","1,462.70",4.24,1.57,-2.81,7.84,20.62,33.29,37.74,27.37
"Clariant Chemicals",778,Chemicals,,503.75," -11.70 "," -2.27% ","25,750",35.49,1.83,"1,158.71","1,014.80",32.65,3.13,3.33,8.01,16.51,-13.18,-13.52,-0.21,8.64
"Coal India",4673,Mines/Mineral,,275.25," -5.40 "," -1.92% ","6,865,912",20.24,7.24,"171,107.23","90,961.63","8,452.39",8.84,31.65,-5.54,2.82,8.34,-6.99,-1.82,-
"Cochin Shipyard",23846,Services,YES,416.95," 10.75 "," 2.65% ","445,309",13.70,1.68,"5,643.38","2,457.60",411.90,15.43,12.17,-4.69,-7.44,-22.84,-,-,-
"Coffee Day Enterprises",22579,Services,,314.80," -0.90 "," -0.29% ","818,247",59.75,2.81,"6,661.82","3,952.80",39.20,0.97,2.17,26.88,10.38,34.96,-,-,-
Colgate-Palmolive,776,"Consumer Goods",,"1,109.55"," -6.05 "," -0.54% ","934,009",41.43,17.62,"30,102.01","4,251.16",726.50,16.95,48.32,-4.86,-5.79,-0.70,4.13,11.39,19.28
"Container Corp.",794,Services,,643.70," 21.95 "," 3.53% ","1,076,899",29.62,3.25,"31,342.10","6,278.59","1,058.03",16.15,11.14,1.38,2.48,-4.18,5.27,17.05,10.66
"Control Print",801,Services,YES,381.70," 1.05 "," 0.28% ","12,873",19.15,3.46,605.99,172.47,31.65,18.32,22.30,-6.00,-3.24,-4.19,19.22,62.78,31.63
"Coromandel International",811,Chemicals,YES,399.75," 5.35 "," 1.36% ","244,176",17.24,3.65,"11,696.55","11,241.58",678.70,6.01,22.12,-4.35,-1.30,-10.03,34.45,11.53,16.69
"Corporation Bank",814,Bank/Finance,,27.90," 0.65 "," 2.39% ","466,201",-,0.45,"4,596.91","17,398.03","5,367.46",3.41,-1.72,-1.76,2.57,-35.64,-14.87,-12.51,-6.52
"Cosco (India)",816,"Consumer Goods",,223.20," -2.50 "," -1.11% ",516,21.06,2.65,92.87,124.54,4.41,3.53,19.85,-8.88,-11.09,-25.74,7.43,49.64,23.99
"Cox  and  Kings",17184,Services,,200.30," -7.10 "," -3.42% ","322,134",12.67,1.06,"3,601.92","6,726.34",395.07,5.83,16.01,-9.35,-5.25,-25.84,-0.27,17.18,-
CRISIL,827,General,,"1,715.40"," -50.40 "," -2.85% ","41,207",38.63,11.57,"12,529.77","1,708.18",324.38,18.64,29.94,-4.85,-2.91,-7.26,-2.35,6.67,17.55
"Crompton Greaves Consumer Electricals",23321,Engineering,,231.00," 4.75 "," 2.10% ","640,683",41.29,17.82,"14,360.23","4,228.10",347.79,8.17,54.48,-12.38,3.75,5.96,-,-,-
"Cummins India",841,Engineering,,684.65," -38.50 "," -5.32% ","656,107",28.52,4.58,"19,089.38","5,069.67",669.31,12.61,15.67,-8.97,0.81,-25.40,-15.08,10.83,11.86
Cyient,5968,IT,,704.00," -0.55 "," -0.08% ","141,387",19.93,3.23,"7,973.50","4,090.50",417.60,9.89,18.44,-2.93,-0.64,40.43,7.16,30.55,20.10
"DB Corporation",20596,General,,207.95," -4.10 "," -1.93% ","97,233",12.25,1.89,"3,815.64","2,366.57",311.43,13.03,18.49,-16.20,-19.41,-43.07,-13.30,-2.94,-
"Dabur India",870,"Consumer Goods",Explore,455.70," -11.15 "," -2.39% ","3,634,800",56.75,13.59,"80,559.32","8,038.96","1,422.87",17.07,26.26,-0.68,18.18,46.88,17.74,21.94,26.17
"Dalmia Bharat",21112,Cement,,"2,482.40"," -62.35 "," -2.45% ","123,444",41.76,3.60,"22,121.61","8,929.81",625.62,6.80,9.06,-8.96,5.50,-10.57,55.13,83.29,-
"DB Realty",20665,"Real Estate",,22.75," -2.15 "," -8.63% ","1,091,222",-,0.19,553.41,5.63,-76.21,-56.79,-2.92,-26.49,-43.55,-39.97,-25.52,-16.51,-
"DCB Bank",7306,Bank/Finance,,157.20," -6.45 "," -3.94% ","2,263,582",19.31,1.83,"4,819.29","2,548.37","1,035.24",3.90,0.90,-9.50,-9.89,-18.53,4.40,28.02,14.33
"DCM Shriram",855,General,YES,465.25," -7.35 "," -1.56% ","1,593,157",11.21,2.35,"7,334.79","7,022.39",652.65,9.22,24.02,24.34,59.48,3.56,64.01,51.18,23.59
"Deccan Cements",892,Cement,,405.05," -10.80 "," -2.60% ","2,195",14.56,1.49,560.51,595.50,38.51,6.41,11.05,-1.68,-2.66,-32.51,20.70,-,14.85
"Deepak Fertilisers  and  Petro.",899,Chemicals,YES,221.35," -16.35 "," -6.88% ","184,150",11.07,0.94,"1,955.06","7,007.44",181.03,2.57,8.20,-12.77,-18.29,-41.36,21.30,15.67,10.58
"Deepak Nitrite",900,Chemicals,Explore,276.85," -12.35 "," -4.27% ","1,946,885",44.38,3.91,"3,778.09","1,540.09",85.13,5.50,9.65,1.73,11.65,58.01,64.45,64.36,36.50
"Delta Corp",275,Services,YES,228.25," -14.25 "," -5.88% ","2,455,916",35.83,3.64,"6,258.15",829.59,174.78,20.26,11.98,-14.52,-5.41,10.70,41.78,26.68,19.47
"Den Networks",20553,Services,,55.20," -2.60 "," -4.50% ","474,271",-,1.44,"1,081.66","1,285.17",-31.23,-2.37,-2.10,2.70,-38.56,-41.56,-24.13,-20.25,-
"Dena Bank",907,Bank/Finance,,17.40," -0.75 "," -4.13% ","6,742,319",-,0.53,"3,942.04","8,797.85","2,543.50",0.00,-1.54,4.50,6.75,-43.60,-23.63,-18.98,-9.05
"Dewan Housing Fin. Corpn.",923,Bank/Finance,YES,350.55," -260.00 "," -42.58% ","115,298,628",8.19,1.20,"11,031.59","10,958.84","1,346.67",12.01,14.17,-47.07,-44.34,-40.85,17.82,43.57,20.63
"Dhanuka Agritech",934,Chemicals,,470.85," -59.50 "," -11.22% ","81,789",18.43,3.58,"2,326.31",966.84,126.22,12.76,21.85,-16.41,-19.00,-31.65,2.01,27.81,29.93
"DHP India",4698,"Consumer Goods",YES,485.35," -8.70 "," -1.76% ","2,576",11.15,2.40,145.50,61.06,13.05,20.32,24.46,-2.93,-1.47,11.08,68.84,-,41.24
"Dilip Buildcon",23477,Engineering,,763.05," 25.70 "," 3.49% ","420,280",13.82,3.83,"10,398.61","8,518.09",752.55,8.81,28.54,-10.85,-8.62,27.43,-,-,-
"Disa India",1281,Engineering,,"5,811.60"," -55.95 "," -0.95% ",126,47.07,7.63,843.44,203.15,17.92,8.59,16.49,-1.44,1.89,1.96,9.29,16.34,13.39
"Dish TV India",17182,Services,,63.15," -1.00 "," -1.56% ","5,600,644",85.79,1.67,"11,342.33","4,677.35",122.24,2.58,-2.37,-13.02,-11.92,-17.56,-18.41,5.28,7.11
"Dishman Carbogen Amcis",23756,Pharma,,269.80," -1.45 "," -0.53% ","304,887",24.03,0.85,"4,353.61","1,837.39",181.18,9.62,6.05,-7.08,-6.95,-23.36,-,-,-
"Divi's Laboratories",7301,Pharma,YES,"1,387.95"," -3.20 "," -0.23% ","1,484,382",38.36,5.91,"36,795.27","4,011.34",959.20,23.06,15.55,11.24,31.40,40.07,7.51,22.68,14.39
"Dixon Technologies",23867,Engineering,,"2,654.50"," -55.05 "," -2.03% ","24,466",45.53,8.73,"2,859.59","2,747.16",62.81,2.28,23.79,5.83,-8.93,-3.97,-,-,-
DLF,16884,"Real Estate",YES,199.55," -1.70 "," -0.84% ","12,303,546",7.84,1.03,"35,463.49","6,166.44","4,102.14",57.69,14.52,-4.15,0.35,7.84,15.97,5.66,-7.31
"Dollar Industries",23732,Manufacturing,,315.10," -4.40 "," -1.38% ","18,616",27.36,4.87,"1,786.84",986.73,65.31,6.61,18.17,-1.58,-5.46,-26.68,-,-,-
"Dr. Lal Pathlabs",23201,Services,,934.90," -25.25 "," -2.63% ","43,858",44.46,9.51,"7,829.53","1,099.90",177.10,15.63,25.26,-9.66,5.72,16.94,-,-,-
"Dr. Reddy's Lab",981,Pharma,,"2,556.25"," -50.85 "," -1.95% ","1,411,007",31.37,3.28,"42,551.80","14,684.30","1,323.40",8.91,7.40,6.03,10.35,2.80,-13.54,1.55,17.24
"Dredging Corp. of India",985,Services,,421.40," -35.30 "," -7.73% ","233,447",73.60,0.76,"1,179.78",573.79,16.03,2.69,1.12,-11.55,-22.39,-29.67,6.99,11.38,-0.05
"eClerx Services",18075,IT,YES,"1,130.60"," 39.45 "," 3.62% ","90,198",15.57,3.38,"4,216.71","1,383.84",270.76,18.79,24.30,1.82,-15.68,-6.64,-2.99,12.05,30.96
"Edelweiss Financial Services",17472,Bank/Finance,YES,235.90," -8.15 "," -3.34% ","8,126,594",22.99,3.18,"22,033.63","9,128.60",916.55,9.97,15.61,-18.15,-22.86,-14.50,60.16,47.56,17.77
"Eicher Motors",1029,Auto,YES,"27,940.20"," -470.30 "," -1.66% ","74,066",36.65,10.17,"76,098.29","9,512.07","2,000.47",20.47,31.35,-2.35,-5.05,-12.20,14.76,51.66,59.06
"EID-Parry (I)",1005,General,,220.35," -9.75 "," -4.24% ","650,800",55.34,1.38,"3,881.50","15,422.44",337.35,2.17,18.12,0.85,1.38,-39.64,17.55,11.30,7.73
EIH,1007,General,,154.85," -3.85 "," -2.43% ","181,783",79.70,3.13,"8,842.18","1,400.74",110.94,7.53,6.56,-12.91,-4.94,9.40,15.72,22.36,1.16
"Elantas Beck India",979,Chemicals,YES,"2,025.40"," -26.60 "," -1.30% ",615,23.40,5.12,"1,606.15",389.02,68.65,17.23,22.17,0.76,0.77,0.13,16.80,38.94,23.57
"Elgi Equipments",1053,Engineering,Explore,274.50," -4.70 "," -1.68% ","28,631",43.03,6.10,"4,310.75","1,663.94",98.74,5.89,14.46,-7.25,3.53,20.93,31.60,27.91,27.72
Emami,1539,"Consumer Goods",,505.05," -22.70 "," -4.30% ","333,671",69.32,11.18,"23,066.72","2,616.12",333.57,12.68,16.32,-10.11,-4.18,-9.66,-1.82,15.46,27.24
"Emami Paper Mills",20513,"consumer Goods",,238.10," 1.40 "," 0.59% ","10,669",41.83,5.47,"1,440.48","1,458.89",34.44,2.31,6.87,-7.77,9.42,40.18,74.42,56.83,-
"Emkay Global Financial",16605,Bank/Finance,YES,119.65," -4.10 "," -3.31% ","47,993",10.68,1.74,292.97,160.41,27.18,16.82,19.33,-5.04,-6.56,-61.01,30.10,43.74,5.17
"Endurance Technologies",23561,Auto,,"1,402.45"," 32.60 "," 2.38% ","36,416",46.82,8.53,"19,608.40","6,843.42",418.81,6.10,20.03,-9.17,10.56,37.37,-,-,-
"Engineers India",1081,Engineering,YES,121.95," -3.30 "," -2.63% ","3,715,845",20.17,3.28,"7,728.28","1,985.54",383.12,17.64,14.78,-2.94,-4.61,-22.84,8.79,7.30,9.18
"Entertainment Network",16521,Services,,637.20," -2.60 "," -0.41% ","4,889",76.28,3.44,"3,081.89",555.15,40.41,7.15,4.09,-10.86,-5.52,-23.48,-3.38,20.08,8.55
"EPC Inds.",1011,Chemicals,,104.60," -3.30 "," -3.06% ","12,710",81.87,2.06,288.74,197.45,3.53,1.77,3.63,-14.16,-20.73,-40.62,-9.85,-0.27,16.91
"Equitas Holdings",20604,Bank/Finance,YES,132.75," -4.95 "," -3.59% ","4,898,010",636.49,2.67,"4,533.74",13.64,7.12,47.68,1.39,-7.23,-7.65,-16.43,-,-,-
"Eros International Media",21007,General,YES,98.45," -8.20 "," -7.69% ","888,458",3.92,0.41,941.61,918.47,243.31,25.34,10.98,-17.41,-25.19,-52.41,-41.70,-6.01,-
Escorts,1095,Auto,YES,685.60," -39.85 "," -5.49% ","2,686,793",21.14,3.18,"8,490.27","5,364.11",401.65,7.41,18.09,-23.78,-22.89,2.60,61.97,52.29,25.38
"Essel Propack",1102,General,YES,113.80," -0.20 "," -0.18% ","59,914",19.90,2.69,"3,555.41","2,498.52",182.39,7.21,15.38,4.02,-5.91,-11.46,14.24,43.10,24.91
"Eveready Industries (I)",1120,General,,223.05," -6.45 "," -2.81% ","166,217",27.68,4.54,"1,647.46","1,500.90",59.53,3.91,16.82,-9.44,-6.90,-28.21,-8.09,62.08,21.10
"Everest Industries",1110,Cement,YES,526.45," -16.15 "," -2.98% ","61,511",13.08,1.94,825.06,"1,307.71",63.09,4.79,14.46,-10.18,27.10,49.64,19.80,29.26,18.97
"Excel Crop Care",15725,Chemicals,Explore,"4,115.80"," -180.05 "," -4.19% ","4,482",46.77,8.04,"4,490.30","1,250.45",96.01,7.66,16.52,-10.84,28.04,132.50,74.61,77.18,39.84
"Excel Inds.",1125,Chemicals,YES,"1,734.10"," -67.75 "," -3.76% ","32,347",20.81,4.52,"2,164.80",650.57,103.53,15.91,15.68,-2.79,25.55,307.39,87.60,95.74,40.90
"Exide Industries",1126,Auto,Explore,268.05," 2.00 "," 0.75% ","1,872,991",33.12,4.07,"22,831.00","9,879.73",689.27,6.94,13.27,-9.37,6.37,23.18,20.47,16.21,15.44
"Fairchem Speciality",1462,Chemicals,Explore,409.40," -9.10 "," -2.17% ","13,148",153.40,3.46,"1,579.61","1,049.35",10.30,0.97,11.42,7.38,10.21,-1.55,28.79,60.38,43.33
FDC,1130,Pharma,YES,238.35," -3.00 "," -1.24% ","40,964",21.98,3.18,"4,177.83","1,110.50",190.12,16.22,13.67,-0.96,3.50,30.17,4.75,23.17,22.35
"Federal Bank",1140,Bank/Finance,,73.50," -1.65 "," -2.20% ","22,303,600",15.64,1.17,"14,567.33","10,096.15","3,762.19",3.12,0.71,-10.20,-10.69,-37.92,3.97,19.19,12.83
"Federal Mogul Goetze",1316,Auto,,436.20," 0.60 "," 0.14% ","14,887",28.22,3.60,"2,425.56","1,310.40",85.94,6.44,14.61,-3.64,6.29,-15.66,4.71,16.93,23.48
"Fiem Industries",16932,Auto,,688.10," -12.70 "," -1.81% ","9,387",16.44,1.95,901.45,"1,307.97",54.83,4.18,12.24,-8.53,-15.35,-25.52,9.58,29.20,28.72
"Fine Organic Industries",24432,Chemicals,,"1,099.85"," 40.80 "," 3.85% ","55,459",36.82,8.87,"3,509.49",-,-,-,26.35,22.42,-,-,-,-,-
"Finolex Cables",1158,General,YES,548.65," 6.10 "," 1.12% ","77,370",23.83,3.62,"8,258.72","2,931.89",346.64,11.37,11.28,-5.45,-12.27,-0.53,33.21,59.51,27.62
"Finolex Industries",1159,Chemicals,YES,530.10," -27.00 "," -4.85% ","128,357",20.65,2.32,"6,651.51","2,834.98",322.08,11.21,11.35,-13.19,-9.22,-16.64,25.85,35.13,26.45
"Firstsource Solutions",17137,Services,YES,65.55," -4.10 "," -5.89% ","4,255,540",12.92,1.86,"4,518.44","3,576.61",349.79,9.77,15.00,-3.67,-12.89,46.32,35.29,33.47,5.77
"Florence Investech",15711,Chemicals,YES,"1,731.65"," -57.55 "," -3.22% ",148,44.05,3.89,594.22,14.50,13.49,92.89,7.60,-0.99,-6.40,12.98,77.34,63.05,19.56
"Fortis Healthcare (India)",17265,Services,,137.25," -4.75 "," -3.35% ","2,219,492",-,1.80,"7,134.48","4,446.24","-1,056.87",-23.11,-21.56,-8.19,1.82,-9.73,-8.36,6.94,7.20
"Foseco India",1190,Chemicals,,"1,449.85"," -59.00 "," -3.91% ","2,025",28.56,6.10,931.78,364.13,32.62,8.87,23.20,-0.64,4.37,6.79,4.58,25.33,14.86
"Future Consumer",21325,General,,45.75," -2.20 "," -4.59% ","3,791,358",-,8.92,"8,735.98","3,182.10",-1.45,-0.04,-0.99,0.00,-11.71,-28.58,41.30,50.26,-
"Future Lifestyle Fashion",22107,Services,,410.60," 0.95 "," 0.23% ","52,289",69.98,5.10,"8,068.53","4,455.20",115.29,2.57,8.85,-2.91,-5.27,13.87,80.16,-,-
"Future Retail",23379,General,,518.10," -13.55 "," -2.55% ","875,264",-,8.21,"26,631.10","18,313.05",25.79,0.14,0.40,-0.55,-5.83,-5.75,-,-,-
"Gabriel India",1230,Auto,YES,131.30," -2.80 "," -2.09% ","77,064",18.76,3.42,"1,885.33","1,928.26",100.51,5.19,19.33,-8.30,-10.67,-38.04,15.09,50.13,35.00
GAIL,1263,"Oil and Gas",YES,390.15," 5.60 "," 1.46% ","7,864,409",18.10,2.11,"87,823.74","59,553.27","4,852.02",8.01,11.49,3.19,14.99,27.58,33.52,15.31,9.53
"Galaxy Surfactants",24179,"Consumer Goods",,"1,229.65"," -57.05 "," -4.43% ","7,335",27.63,5.71,"4,366.61",-,-,-,24.43,-3.37,-2.16,-,-,-,-
"Ganesha Ecosphere",1246,manufacturing,YES,314.45," -25.20 "," -7.42% ","5,370",17.81,1.76,657.06,798.41,36.89,4.59,14.29,-7.60,-9.90,-22.58,34.87,52.84,41.90
"Garware Polyester",1259,Chemicals,YES,263.20," -4.00 "," -1.50% ","154,237",13.63,0.47,611.01,847.59,44.82,5.26,2.60,16.61,65.22,60.15,33.92,31.01,22.54
"Garware Technical Fibres",1262,Manufacturing,YES,"1,260.10"," -0.75 "," -0.06% ","3,146",25.09,4.89,"2,771.80",886.51,110.50,12.29,21.40,0.93,26.63,44.71,59.23,95.91,32.52
"Gateway Distriparks",15954,General,,154.95," -7.80 "," -4.79% ","317,956",37.76,2.30,"1,687.46",334.74,44.69,12.34,4.24,-15.70,-13.00,-32.73,-23.33,7.89,5.84
Gati,6660,Services,,87.95," -5.65 "," -6.04% ","646,071",43.99,1.31,956.80,"1,764.80",26.41,1.45,5.75,-14.21,0.40,-23.61,-14.42,29.57,3.17
"Gayatri Projects",6741,"Real Estate",YES,198.20," -3.85 "," -1.91% ","47,551",19.08,3.14,"3,688.75","3,083.07",193.35,6.27,3.37,-1.56,19.34,1.16,25.59,75.89,17.90
"GE Power India",6203,Utilities,,719.00," -10.55 "," -1.45% ","13,480",260.11,5.75,"4,791.30","1,436.82",18.42,1.18,3.21,-8.44,-12.09,8.28,4.47,17.39,6.23
"GE T and D (I)",6285,General,,266.90," -10.45 "," -3.77% ","47,905",29.71,5.35,"6,808.28","4,284.86",229.14,5.08,18.79,-5.14,-11.59,-34.48,-19.41,12.05,-1.40
"General Insurance Corporation of India",23934,Insurance,,353.25," 11.65 "," 3.41% ","575,615",17.07,37.44,"61,719.79","39,902.68","3,614.89",7.92,14.63,6.46,-2.38,-,-,-,-
"Genus Power Infrastructures",1279,Utilities,,33.30," -2.30 "," -6.46% ","278,431",16.42,1.11,849.21,890.85,51.70,5.69,11.95,-17.31,-25.56,-39.86,2.04,28.00,3.38
"Geojit Financial Services",4796,Bank/Finance,YES,56.20," -2.90 "," -4.91% ","135,704",18.97,2.31,"1,322.22",330.48,74.11,20.30,14.50,-22.72,-29.09,-56.17,12.24,25.80,4.28
GHCL,1395,Chemicals,YES,239.25," -12.90 "," -5.12% ","258,213",8.80,1.40,"2,359.55","2,915.45",268.23,9.11,24.10,-2.88,-15.28,6.86,21.08,51.66,13.78
Gillette,1708,"Consumer Goods",Explore,"6,892.75"," 92.25 "," 1.36% ","7,354",98.01,32.34,"22,449.10","1,676.85",229.05,13.56,35.34,5.15,5.50,25.42,12.79,27.27,24.10
"GSK Consumer Healthcare",3700,"Consumer Goods",,"7,706.90"," 121.20 "," 1.60% ","28,666",41.72,8.70,"32,050.53","4,436.71",768.32,16.22,21.19,8.40,27.43,52.95,8.16,12.21,28.73
"Glaxosmithkline Pharma",6830,Pharma,,"1,609.45"," -53.50 "," -3.22% ","47,713",67.08,12.33,"27,782.59","3,024.44",414.15,13.44,17.26,-3.39,15.54,31.59,-1.31,5.47,10.58
"Glenmark Pharma.",6194,Pharma,,654.80," -15.85 "," -2.36% ","1,131,487",26.28,3.43,"18,486.25","8,905.69",703.48,7.71,16.67,2.97,8.76,4.15,-13.80,4.46,1.40
GMDC,1409,Mines/Mineral,YES,104.15," -3.85 "," -3.56% ","316,060",6.88,0.72,"3,291.30","2,131.69",478.43,21.21,10.39,-10.14,-9.83,-27.92,11.06,2.74,3.33
"GMR Infrastructure",6707,"Real Estate",,16.20," -1.55 "," -8.73% ","50,693,970",-,2.66,"9,808.41","7,794.81",-779.56,-9.27,-14.92,-17.97,1.57,-7.43,7.47,-5.18,-9.60
"GNA Axles",23521,Auto,,385.95," -15.45 "," -3.85% ","87,899",15.44,2.34,830.50,758.07,53.81,7.08,15.94,7.33,-20.41,21.92,-,-,-
GNFC,1412,Chemicals,YES,381.40," -21.20 "," -5.27% ","598,370",6.52,1.27,"5,919.90","6,466.77",908.49,13.75,18.86,-7.42,-15.11,11.86,86.97,44.39,14.35
"Goa Carbon",1307,"Oil and Gas",YES,639.25," -33.60 "," -4.99% ","79,235",10.58,4.42,587.63,622.69,55.55,8.74,52.36,-16.73,-2.77,41.72,112.69,64.14,19.22
"Godawari Power  and  Ispat",16603,mines/Mineral,YES,491.05," -17.25 "," -3.39% ","300,648",6.66,1.76,"1,722.70","2,689.74",261.32,9.69,26.08,3.19,8.60,288.34,86.15,42.90,12.04
"Godfrey Phillips India",1313,"Consumer Goods",,826.10," -74.25 "," -8.25% ","435,166",19.57,2.45,"4,318.61","2,436.42",220.64,8.87,9.20,-4.36,11.09,-20.43,7.66,9.64,10.91
"Godrej Agrovet",17040,General,,529.80," -20.40 "," -3.71% ","123,558",43.85,6.97,"10,329.23","5,325.56",243.37,4.55,19.44,-11.00,-17.66,-,-,-,-
"Godrej Consumer Products",6734,"Consumer Goods",Explore,819.45," -1.35 "," -0.16% ","1,408,706",46.17,12.50,"83,746.07","10,141.77","1,812.86",17.68,28.25,-11.17,5.35,31.28,27.69,25.06,35.54
"Godrej Industries",1315,General,,547.20," -15.30 "," -2.72% ","827,066",39.66,4.66,"18,376.49","10,271.56",279.40,2.58,6.92,-12.09,-9.95,-11.02,15.86,13.30,14.88
"Godrej Properties",5917,"Real Estate",Explore,574.90," -44.15 "," -7.13% ","539,171",53.57,4.01,"13,174.54","2,637.28",264.53,8.46,10.81,-18.55,-22.71,-4.25,21.08,23.99,-
"Goodyear India",1337,Auto,YES,981.15," 1.90 "," 0.19% ","2,934",17.92,2.75,"2,263.17","1,732.09",126.28,7.13,17.28,-9.09,-15.65,15.94,20.86,25.97,24.91
"Granules India",7381,Pharma,,107.70," -3.95 "," -3.54% ","5,818,432",18.49,2.04,"2,728.95","1,760.35",119.99,6.69,10.60,-3.94,25.32,-16.36,-6.41,49.04,35.06
"Graphite India",1352,Engineering,YES,956.10," 2.15 "," 0.23% ","1,217,759",10.64,5.36,"18,538.21","4,384.18","1,742.18",38.89,44.97,-9.07,22.84,151.70,136.62,67.32,33.36
"Grasim Industries",1353,Cement,,"1,051.15"," -17.05 "," -1.60% ","1,442,580",23.74,1.18,"68,941.87","63,231.74","4,511.74",7.05,9.97,-1.34,3.87,-12.51,14.95,13.24,10.59
"Grauer  and  Weil (I)",1355,Chemicals,YES,56.55," -2.20 "," -3.74% ","169,568",19.02,3.43,"1,283.15",505.99,67.47,13.05,19.51,8.85,13.10,-17.75,48.64,65.30,22.57
"Great Eastern Shipping Co.",1357,Services,,301.25," -5.80 "," -1.89% ","831,565",-,0.69,"4,583.62","3,122.10",-558.21,-16.29,-2.96,2.64,-3.09,-23.31,-6.24,2.17,-0.68
"Greaves Cotton",1359,Engineering,,147.30," -5.80 "," -3.79% ","765,555",17.82,3.59,"3,587.40","1,844.00",201.29,10.65,21.39,-0.54,8.53,4.59,3.44,20.91,16.48
"Greenply Inds.",1363,General,,179.65," -1.80 "," -0.99% ","65,885",17.51,2.40,"2,256.34","1,687.41",128.88,7.58,14.33,-9.85,-26.48,-33.44,1.28,17.98,22.17
"Grindwell Norton",1368,Engineering,Explore,504.45," -14.80 "," -2.85% ","16,766",33.97,5.37,"5,536.00","1,474.43",164.18,10.92,16.08,-3.90,-1.54,19.54,11.78,34.92,26.11
"Gruh Finance",1372,Bank/Finance,YES,338.65," 7.15 "," 2.16% ","1,711,493",60.94,15.75,"24,714.56","1,779.02",405.55,22.80,29.08,4.77,9.69,24.03,36.77,43.70,47.30
GSFC,1429,Chemicals,YES,108.20," -2.45 "," -2.21% ","3,189,758",8.50,0.59,"4,299.57","6,903.32",505.95,7.22,6.81,-6.64,-2.48,-21.34,17.19,16.75,14.08
"Gufic Biosciences",4650,Pharma,Explore,120.25," -5.35 "," -4.26% ","172,171",46.96,15.96,916.60,319.19,19.52,6.03,28.94,-4.13,-4.90,54.10,56.38,88.21,33.52
"Gujarat Alkalies  and  Chem",1373,Chemicals,YES,614.65," 0.60 "," 0.10% ","275,841",7.21,1.12,"4,487.73","2,662.78",622.83,22.49,14.92,9.47,7.44,11.46,55.52,31.34,16.90
"Gujarat Fluorochemicals",1393,Chemicals,,852.70," -6.60 "," -0.77% ","392,553",29.31,1.92,"9,417.13","4,195.88",328.71,7.63,5.17,5.52,14.03,18.55,9.62,28.84,16.12
"Gujarat Gas",22210,"Oil and Gas",,700.60," 18.45 "," 2.70% ","173,977",31.25,4.90,"9,637.46","6,635.97",308.42,4.59,16.50,-10.13,-9.58,-16.59,8.14,-,-
"Gujarat Industries Power",1399,Utilities,YES,80.90," -1.20 "," -1.46% ","80,483",5.17,0.49,"1,237.99","1,370.07",239.33,16.82,10.59,-10.46,-8.69,-42.36,2.62,6.29,1.61
"Gujarat Pipavav Port",6211,Services,YES,102.45," -2.95 "," -2.80% ","399,048",26.27,2.42,"4,989.10",655.85,189.88,27.35,9.23,-5.09,-9.34,-27.88,-16.73,18.05,-
"Gujarat State Petronet",16522,"oil and Gas",YES,179.60," 0.70 "," 0.39% ","455,553",15.45,1.96,"10,200.60","1,426.66",660.37,44.35,26.86,-5.22,-0.88,-12.18,15.79,28.22,12.80
"Gulf Oil Lubricants India",22449,"Oil and Gas",,756.65," -12.15 "," -1.58% ","58,415",23.29,7.75,"3,828.88","1,442.57",164.39,11.20,39.74,-12.51,-10.36,-6.19,15.98,-,-
